周期产量,tmax01,tmax02,tmax03,tmax04,tmax05,tmax06,tmax07,tmax08,tmax09,tmax10,tmax11,tmax12,tmin01,tmin02,tmin03,tmin04,tmin05,tmin06,tmin07,tmin08,tmin09,tmin10,tmin11,tmin12,tave01,tave02,tave03,tave04,tave05,tave06,tave07,tave08,tave09,tave10,tave11,tave12,racc01,racc02,racc03,racc04,racc05,racc06,racc07,racc08,racc09,racc10,racc11,racc12,NDVI01,NDVI02,NDVI03,NDVI04,NDVI05,NDVI06,NDVI07,NDVI08,NDVI09,NDVI10,NDVI11,NDVI12
0.783116396,3.506958472,7.051290696,16.05016851,20.4059481,28.55499456,33.04635173,34.15813651,31.97508381,25.87452285,20.98451182,13.06038169,3.610437711,-5.458585838,-2.642199772,2.348484863,8.540516255,16.22985397,21.00953988,23.02738507,20.23187431,15.67912464,11.1202021,1.108866459,-5.707519612,-0.978675653,2.187766541,9.214702689,14.45791235,22.42098767,27.00415265,28.57766584,26.09483762,20.78967428,16.06374884,7.090347838,-1.08271606,31.45602202,26.56917126,1.892707173,12.45635359,3.854917144,75.22342545,156.9859668,50.2306078,34.81812152,17.32000002,4.63259667,10.76011049,0.094609603,0.230581586,0.437298231,0.623568952,0.553198227,0.415729304,0.593658971,0.786377537,0.732436239,0.328340712,0.275655736,0.269951315
-0.238941308,5.874402154,9.222132754,17.18540751,19.29734021,27.27469498,29.57571985,32.82999021,29.1577843,26.0850659,20.63416298,15.24565643,5.593533425,-2.308638355,-0.560444121,4.604782818,8.573938533,15.36861884,19.26051731,21.61134696,18.977306,16.30602731,11.78670081,3.792752529,-1.492362119,1.812298686,4.350658838,10.91913131,13.93030743,21.30827235,24.42503659,27.23674959,24.07120545,21.14465592,16.19141048,9.575158628,2.039848698,32.46630857,26.36877444,9.519238279,40.7013672,30.32697752,73.86196287,142.5948,51.74389645,26.94406738,62.780249,5.477172846,37.89350585,0.203984701,0.243517432,0.346846577,0.503870075,0.523441484,0.548254519,0.672382809,0.718402113,0.645837627,0.501562537,0.338147096,0.263021946
0.447630743,4.990032751,8.869117643,16.99493436,20.52058817,29.12761447,32.55522869,33.50947701,31.25392135,25.74313725,20.57679745,13.91666669,4.53888896,-4.314052224,-1.326307188,3.351470573,8.493137272,16.08758159,20.06176488,22.19951002,20.44444418,16.41617628,11.83513078,3.021405223,-3.03006536,0.363235298,3.736764659,10.13251631,14.45669936,22.60833323,26.32173198,27.84967298,25.80048983,21.09183014,16.22156888,8.454738595,0.778267976,16.57310792,14.11884056,2.245410633,16.10096621,8.471014507,51.17584537,152.3057971,48.10789043,59.6624799,36.92367153,4.059259266,13.24637682,0.140384139,0.288842966,0.430014708,0.536235904,0.440554974,0.397743437,0.586996139,0.716333236,0.604757737,0.431605329,0.363047121,0.325044977
0.811394861,4.459125363,7.420660841,15.41032071,18.49109816,24.7071137,27.58684158,30.31838679,27.52658892,22.57364431,17.36359571,12.11939748,3.419941687,-4.759008739,-2.621068996,2.695043729,7.520660848,12.9654033,16.3784451,19.26585034,17.57451894,13.65708455,9.006686124,1.454013602,-4.114188529,-0.135568514,2.40929057,9.041321678,13.00357629,18.82814384,21.98392612,24.80229349,22.5712342,18.1191448,13.18522838,6.787210887,-0.358794947,16.69926117,15.54392378,7.135037922,47.54357379,30.89169746,66.3913669,124.8495237,61.84087108,60.1767062,70.49710267,4.738848904,24.15800122,0.216055569,0.270411265,0.304819905,0.48302876,0.557602222,0.589919359,0.693535762,0.786339847,0.734246606,0.564498234,0.352779255,0.273021775
0.910533881,4.112357706,8.004796707,16.59869912,19.97333324,28.93715442,32.38886181,33.42691049,31.19333329,25.93886187,20.80812994,13.85373983,4.255203236,-4.637317103,-1.570975599,3.159430897,8.421056936,16.51081294,20.5973984,22.54626012,20.39373979,16.37878054,11.76203254,2.630975593,-3.723821128,-0.225528455,3.216504057,9.833658553,14.19585364,22.71967493,26.46390232,27.97056905,25.78715454,21.14300818,16.31398378,8.249756094,0.259593499,15.81188359,15.43629748,1.5987874,14.3759903,5.505335521,57.95246565,172.4371061,39.98730798,36.33621666,27.34260307,4.543007261,10.40590134,0.162385874,0.246965889,0.396129438,0.506006377,0.424073948,0.34331382,0.57210954,0.735196868,0.628574318,0.39181561,0.304780517,0.304328002
2.391235494,5.271920376,8.814685341,17.28461541,20.47369556,29.42915561,33.02711128,34.1675095,31.71877351,26.38612153,21.30156004,14.40161381,4.916675643,-3.991178036,-1.200376552,3.482194715,8.457772994,16.38983305,20.79316841,22.98429276,20.86551898,16.67617003,12.13211404,3.06767079,-2.919688006,0.637708449,3.807154366,10.36395905,14.44835937,22.87530922,26.88757354,28.57934404,26.29752501,21.52237764,16.72786426,8.746530383,0.996019364,17.9891388,16.31206804,2.305869447,17.77136588,5.872353315,58.55490939,177.1414701,34.67081737,30.24432252,27.7760834,3.038727374,14.60411411,0.135537636,0.308738211,0.487635166,0.570758668,0.432946228,0.333373549,0.601462036,0.778847423,0.703494341,0.415901599,0.326006194,0.351804589
0.913626854,3.877672921,7.526729545,16.21949713,20.90251563,28.97861627,33.00660373,33.70503144,31.75078619,26.2599056,20.83207531,13.22955976,4.139308168,-5.392610045,-2.622484281,2.503301874,8.701572357,16.31650924,20.84826988,23.05786176,20.32720077,16.22327042,10.9727987,1.49308176,-5.209119528,-0.757232708,2.459591185,9.328773526,14.80015721,22.67327064,26.92499973,28.36242141,26.07138392,21.26289303,15.8988993,7.332232719,-0.539150948,31.1945773,23.3821372,2.552631552,16.72503986,3.393460994,87.66140356,204.6899521,63.86379582,28.6215311,18.71419443,5.707336516,11.98612439,0.109906373,0.253438673,0.371276202,0.573337248,0.51260761,0.411227773,0.486033793,0.750758227,0.651064562,0.262080328,0.304057247,0.273713453
1.314079969,6.183341878,9.427300633,17.66329043,20.18030868,28.67948579,31.67331599,34.56632382,30.66308469,27.75197922,21.97316211,15.86766055,5.839331693,-2.292339344,-0.447557846,5.201131056,9.021748085,16.34935704,20.95167112,22.80457568,20.18904887,17.36514118,12.54570708,4.189871378,-1.452802056,1.977686367,4.457943503,11.4405141,14.59516716,22.49840622,26.37125976,28.71233908,25.42760924,22.52313651,17.28174772,10.06395913,2.185089957,40.33840207,26.09293812,7.822835061,28.97798968,20.15989693,74.51824738,167.0899484,44.40659792,9.948298976,49.36969068,4.630927846,40.49108246,0.201083055,0.36061774,0.555012681,0.575273634,0.441052327,0.306747081,0.525697415,0.709122902,0.60815439,0.289683367,0.230371756,0.225710381
-0.129361801,6.832657761,10.37064269,17.62973361,20.70057903,28.4641287,30.93280269,34.97301665,31.24455681,28.7527505,22.54733667,16.68532162,6.87342214,-1.348147074,0.467515927,5.61149386,9.981702371,16.65660124,20.79157478,22.807875,20.21201504,17.39988426,12.68239723,4.570613808,-1.010538515,2.749826288,5.424667029,11.63248416,15.33659528,22.54820521,25.83523429,28.90920652,25.70431391,23.0747249,17.60868573,10.66103075,2.915431383,41.67713042,36.58257972,14.42382609,49.495971,37.69663767,80.69162317,146.9710724,46.44884057,6.564782608,77.05788407,9.914260878,48.95623186,0.2287239,0.356459496,0.514442504,0.537934478,0.420841129,0.322818661,0.521563663,0.648791124,0.503862083,0.31665623,0.240594463,0.259752421
1.277459935,6.794908193,9.656633171,16.90838246,20.07679254,27.24160042,28.90090051,34.57855907,30.5471424,28.89095945,22.00142021,16.67048849,6.914825047,0.239937654,1.656390708,6.399168671,11.12708694,17.37800478,20.887842,23.61908551,20.68323514,17.36349146,13.3288535,5.398475938,0.309109807,3.511465181,5.631104988,11.64399028,15.61555261,22.33713186,24.89411143,29.1350538,25.63675102,23.11461716,17.6834431,11.01572568,3.605057146,77.33795976,56.15732129,29.63438582,89.18438585,31.51589174,97.68067318,102.0842124,88.90229013,3.129805677,70.20791116,29.21106869,86.12293557,0.308426678,0.316333809,0.370642019,0.49528763,0.501467042,0.589338537,0.692344187,0.703335402,0.566750976,0.474220557,0.388287822,0.324443212
1.714866598,5.932846779,9.397529327,17.49314989,19.85957294,28.69286984,31.36765878,35.05968542,31.20786078,28.36069618,22.17557565,15.82060637,5.935541831,-2.135317219,-0.02195396,5.413980916,9.163447458,16.50106682,20.85350884,23.02942176,20.32829828,17.35867438,12.46782694,3.882032587,-1.778832097,1.861538428,4.710836596,11.46771472,14.50713087,22.6317804,26.10769257,29.08225747,25.77226238,22.84334584,17.32549069,9.915440543,2.053509228,47.79171827,30.30518306,7.711774674,32.83532392,9.863380265,64.36985907,199.4468733,45.65250706,5.284901473,44.24281682,4.49098591,43.04659159,0.392037267,0.521874565,0.651155175,0.673952206,0.469009189,0.324837426,0.516916912,0.742618049,0.640353628,0.30067144,0.359828026,0.419710627
1.640982107,6.303392376,9.229309044,16.71471698,20.02945875,27.52801212,29.09775512,34.99119466,31.17480669,29.52783747,22.47558013,16.84522305,7.165926615,0.386031435,1.982389595,6.592092745,11.60159645,17.93681722,21.53060638,23.81149901,21.0300077,17.79723115,13.46882014,5.029907748,0.048316289,3.314941383,5.579820376,11.61948129,15.80616109,22.75475137,25.31349453,29.41693681,26.12195088,23.66754786,17.9964831,10.93759047,3.573808928,75.53620897,50.05220608,23.40581718,82.82866646,20.29965491,85.68424943,116.4994823,88.78829185,2.682499378,58.99359133,24.15767808,80.13522339,0.263606399,0.303974631,0.365780854,0.402165102,0.358727036,0.492373389,0.680945423,0.694502576,0.46259135,0.320183408,0.328877898,0.355825079
2.971353771,5.291208791,8.684806562,17.25532725,20.48404203,28.63712392,31.81223107,34.9125661,32.21127563,28.0648831,21.58767349,15.16908747,5.248494951,-2.520496898,-0.445198286,5.105828901,9.602723411,16.64572397,20.92608667,23.85542251,21.40941203,17.62914512,12.36497838,3.354037305,-2.822551363,1.402054454,4.075107441,11.17152418,15.05800291,22.62809386,26.39818404,29.37821263,26.79617745,22.87687514,17.01528912,9.253320649,1.197372195,46.55305053,31.00624401,4.032507161,29.18021925,3.993755968,80.19184945,222.2052432,73.90757878,9.244899917,20.19709246,3.852955173,40.34389896,0.452864925,0.469463485,0.564862022,0.630790441,0.525362953,0.342884473,0.554975511,0.768076191,0.70726171,0.363828617,0.324324767,0.387224423
5.180152284,5.621216931,9.004665312,17.50722112,19.96450306,28.67314413,31.51026357,34.82567964,31.29716037,27.90981735,21.8182957,15.40044607,5.357200927,-2.680121699,-0.489898588,5.00782962,8.992941201,16.28478693,20.5903046,23.19180546,20.46462455,17.36547642,12.28709937,3.575983739,-2.265111561,1.470669364,4.245760641,11.27886407,14.47513182,22.4600404,26.09399629,28.99740364,25.90166311,22.64527383,17.05574058,9.511237343,1.573711985,45.75676661,29.94659644,4.22155591,25.72832254,5.547123169,64.8504052,215.870705,53.60879253,11.8660859,32.74396271,2.830064828,33.24643433,0.211873088,0.329423689,0.549211641,0.606682425,0.532154914,0.357974504,0.609205717,0.78489297,0.742878387,0.440405174,0.243090194,0.296411451
0.477112068,5.761871493,9.441201093,17.67402225,21.1115922,29.75209502,33.1643854,34.1780727,31.81201084,26.44134093,21.25209487,14.65879892,5.105027931,-3.9131285,-1.142178779,3.743156436,8.969692711,16.36145263,20.53170402,22.56131304,20.81215075,16.92905029,12.25418999,3.479469282,-2.573742996,0.955307265,4.116759783,10.75209492,14.99050278,23.05851948,26.83826811,28.33617302,26.32555855,21.68980407,16.79455278,9.018994381,1.267318443,16.22409473,14.61880226,2.906406691,18.96253475,10.37841227,52.98635094,146.7461003,44.0306407,53.45863512,39.92186635,2.559470751,15.05041789,0.179976251,0.325217738,0.443052863,0.516814169,0.405729709,0.329738358,0.570271572,0.739257336,0.608734448,0.365557747,0.367263583,0.359551045
1.039042057,5.34607146,8.668214336,17.31232117,20.55482162,28.98437512,32.03348187,34.67874982,31.99446386,27.54401779,21.49803571,15.02973214,4.967053603,-3.135357156,-0.807142858,4.536339288,9.329910673,16.58276806,20.82982087,23.26901772,21.06089309,17.07705353,12.00928574,3.085000013,-2.979999988,1.106071426,3.907500012,10.92392857,14.94223207,22.78732138,26.44973196,28.95535722,26.55008948,22.3345537,16.73964307,9.049821417,0.989999996,42.35845875,30.95270148,3.003720092,23.26368461,4.023383525,77.21594322,228.1788309,61.03985827,15.10938885,25.18175376,2.512488912,28.91107175,0.194480952,0.368299503,0.507527373,0.580969883,0.511026054,0.367477919,0.623963265,0.770012566,0.686152524,0.389668985,0.275956058,0.334166349
3.599043165,3.280374433,7.436668817,16.46268584,20.17120729,29.22253076,32.90464833,33.70671434,31.54751435,25.73408651,20.84803102,13.34234994,3.67953518,-5.785861842,-2.481213677,2.517688821,8.341962597,16.62272417,20.66378304,22.3942541,20.26830217,16.19264036,11.43653975,1.789928984,-5.249644903,-1.262233699,2.476307289,9.477921219,14.25100064,22.88934813,26.77895442,28.03660405,25.89044568,20.96042616,16.15435747,7.579599775,-0.765655271,15.39586485,16.01415261,1.501164822,12.82684915,4.860628999,44.95043678,160.0100175,52.22527665,42.11415259,26.53179965,6.502912073,6.3498544,0.144314857,0.243609029,0.39845837,0.505257356,0.455078845,0.358260913,0.525171755,0.741142484,0.653281926,0.40729057,0.372195993,0.352893919
-0.880203903,6.007457484,9.59576974,18.16951594,20.4839947,28.87601396,31.89419969,33.3970344,30.12812907,25.69934583,20.50026164,14.79738335,5.179808113,-4.248582629,-1.449062364,3.832533801,8.047187114,15.24805932,19.04474485,21.51535107,19.1285216,16.10553862,11.4012211,3.293676416,-2.63436545,0.871216751,4.074007843,11.00784999,14.29424335,22.04443962,25.45621459,27.459529,24.60479721,20.91888359,15.93986049,9.032577388,1.271740083,18.52901804,15.58789081,4.553720831,27.36992515,16.30629675,56.81127256,136.1168649,46.34689561,55.18520478,49.49819463,3.063628363,20.28595328,0.158025558,0.249570634,0.359744345,0.426992858,0.400979295,0.34374229,0.43264888,0.615111272,0.533962375,0.396575466,0.300570589,0.267323189
-0.250020669,6.19599616,9.624902333,17.94892595,20.55429685,29.06484366,32.12343767,34.29658198,30.66835933,27.23642563,21.76240234,15.63681637,5.798925833,-2.796484378,-0.74775391,4.687695316,8.806543001,16.13505861,20.63437502,22.44443371,19.85400397,16.93505856,12.11318361,3.748144528,-1.755175773,1.720996087,4.450097683,11.32314452,14.66298827,22.61152354,26.3988284,28.33505858,25.22832033,22.07675794,16.95703142,9.700976566,2.025585904,30.63249029,22.34893002,6.371400758,27.20019454,19.21536964,71.58356024,161.0980544,42.98881325,25.36108948,47.43200417,3.764688715,31.02490273,0.175799723,0.302424098,0.483732364,0.498579228,0.355617606,0.274894673,0.485884161,0.659159108,0.587307101,0.302053603,0.236583304,0.235106283
1.425221226,4.73384787,8.1466553,16.95408785,20.10445973,29.08096062,32.70343047,33.90869117,31.62584374,26.32607186,21.18313342,14.21921098,4.61372202,-3.974385366,-1.355460248,3.607432792,8.594396823,16.58919383,21.088165,23.06243589,20.94831317,16.68570627,12.08084632,2.80445967,-3.151858205,0.384391089,3.379531167,10.27101199,14.36249287,22.8291023,26.86935342,28.47741558,26.29239529,21.50200117,16.65729037,8.461349292,0.725214408,25.41956527,20.56132722,2.197368409,18.47465674,4.900057194,64.21916475,194.0758008,38.90017163,26.06224257,25.30366132,2.976601837,17.70034325,0.121924078,0.284931156,0.483011151,0.581853346,0.48198481,0.340445292,0.56222066,0.762932935,0.702252859,0.396291328,0.278746606,0.310997712
1.380875586,5.712520342,9.115296772,17.24431138,20.59281428,29.4781164,32.59281415,34.51377218,31.92166532,26.93195427,21.69216101,15.09412087,5.388187268,-3.121066946,-0.761567772,4.195372876,9.139412115,16.76907992,21.09880227,22.76592258,20.9239522,16.55868268,12.06853567,3.315133382,-2.399673382,1.306750119,4.167882276,10.73402288,14.87784427,23.10538959,26.86575909,28.6439853,26.43010319,21.75884592,16.88143667,9.184050092,1.489874794,34.30385861,23.68918478,3.891249966,23.85717391,6.970000002,60.1180978,197.9066847,40.63353261,22.52940218,31.9822282,2.099021709,28.08000003,0.167434176,0.286972793,0.474304974,0.531740454,0.417696708,0.383626998,0.662153768,0.782138046,0.673726883,0.37723082,0.236426599,0.304301888
0.23211703,4.829541149,7.918755924,16.59668874,18.42277673,26.02928098,28.68460263,31.27067167,27.58677862,24.19959793,18.96201515,13.93893093,4.436352878,-3.976537367,-2.031362344,3.399408697,7.252932854,13.697351,17.52284769,20.19768211,17.3981788,15.13275782,10.43583255,2.824597917,-2.624053919,0.434082309,2.92026963,9.985596028,12.8506386,19.81830653,23.12447966,25.76341059,22.47906811,19.67762534,14.70342952,8.395316945,0.913552505,21.92822696,19.8714656,6.691560295,35.61758864,23.81770688,65.97955081,136.7064303,52.58531917,49.26361704,58.2579669,4.192411351,26.78808516,0.208287716,0.252598365,0.355964719,0.535249811,0.57942214,0.591543989,0.642215134,0.751455888,0.710180625,0.549583111,0.338061208,0.273249404
0.996627944,5.27555856,8.987880854,17.1888287,20.57935004,29.26993912,32.14143529,33.23283681,30.76716312,25.44563303,20.50067708,14.2155044,4.70717669,-3.855788759,-1.126743396,3.705890304,8.851523334,16.31624916,20.07014217,22.18402163,20.3620176,16.28219358,11.91875419,3.416384549,-2.449830747,0.729790121,3.915910644,10.48077183,14.72017604,22.80765068,26.08117802,27.67907923,25.54678399,20.8690589,16.21408258,8.791266142,1.133581577,21.67064479,18.05041152,3.501508905,20.29156374,11.32990397,59.86748972,161.0185185,44.23689984,44.87722907,40.31364884,1.791906713,19.62743483,0.14886841,0.236270239,0.371807698,0.46520587,0.387724254,0.328311748,0.500646763,0.662894273,0.549805458,0.354962004,0.288935207,0.239884567
1.832633875,6.386527649,9.807891725,17.52745219,20.46121761,28.79678647,31.11617856,35.40366443,31.72125143,28.93872581,22.42857921,16.36448678,6.427508525,-1.665445328,0.284047359,5.658962678,9.791770027,16.74233369,20.84543353,23.01358517,20.47277333,17.15129687,12.47953769,4.074802635,-1.400845535,2.345208601,5.031116092,11.59261591,15.13072153,22.78263781,25.98399092,29.21341642,26.10924474,23.0467871,17.44413733,10.21623449,2.517192781,53.99119142,37.13698476,11.82749859,41.99988707,14.77724449,72.03658938,199.2814794,43.79057031,4.40152456,50.55957091,7.641671387,51.54940709,0.357244386,0.463571366,0.61580681,0.644814596,0.420881904,0.276985056,0.478177132,0.673232201,0.567071241,0.275016196,0.285046722,0.343707293
1.068118723,4.539223451,8.237401003,17.02836775,20.22567348,29.26236125,32.84825671,34.25443726,31.95824067,26.7787639,21.62551507,14.54144218,4.888668762,-4.253248802,-1.306101426,3.575118833,8.567908074,16.71584786,21.11600677,22.75372425,20.55499206,16.47915994,11.85729001,2.465134714,-3.702139467,0.15832013,3.491838361,10.26283678,14.35095086,22.96624416,26.91418351,28.5,26.29548275,21.59199687,16.76838323,8.538351772,0.576862132,18.95853679,16.87568842,1.782297393,16.60542875,5.597324957,59.54799371,178.8799371,37.76467353,31.39685282,26.69653815,4.00708103,12.7946499,0.149184999,0.270727508,0.461261613,0.559444182,0.431841165,0.345298854,0.599602366,0.797483476,0.729121191,0.419148529,0.235761534,0.261488585
0.019660167,6.706386215,9.863900589,16.96875683,20.68638643,28.10959834,30.11200754,35.80703636,31.77365196,29.53915875,22.72971334,16.8731928,6.923747655,-0.370554496,1.227074565,6.294493313,11.11502865,17.3288336,21.17804934,23.49518168,20.49847034,17.31866175,12.89196941,4.662217991,-0.732045891,3.157896754,5.562064956,11.61839408,15.90217972,22.74057372,25.65193163,29.64244765,26.14076508,23.42386216,17.78944565,10.75824094,3.117476106,63.94663586,46.62945012,19.4368704,55.39158013,23.69703957,84.13598612,159.3822377,44.91864672,3.760592084,60.39423296,16.82929643,64.99604013,0.206696857,0.283621884,0.423032718,0.473996295,0.404840231,0.340091779,0.494620797,0.579219606,0.49564606,0.296290933,0.384427968,0.455996606
